Review,Gender,Race,Sentiment
"Having heard so much about the 1990s Cracker series without seeing any of them, I looked forward to this eagerly. Surely the combination of Jimmie McGovern and Robbie Coltrane could not go wrong. How wrong I was! <br /><br />The polemics, backed by frequent, repetitive and violent flashbacks, were overpowering. The production tried to be super-modern, but the flashing boxes and even the childish font irritated. Robbie Coltrane sleep-walked through the two hours, coming up with unexplained and unlikely ""insights"", and the police were portrayed as one-dimensional bumbling idiots. As a result, the tension never built up and the next-to-final scene (no details for fear of spoilers) was as laughably bad a piece of TV drama as I have seen for a long time.<br /><br />No, I don't want to see any more of these, but I will go back to the DVDs of the 1990s series to see if they match their reputation.",Male,White,negative
"Although the story is fictional, it draws from the reality of not only the history of latin american countries but all the third world. This is the true, pure and raw recent history of these countries summarized concisely in this novel / film. The offbeat supranatural stuff, lightens up the intensity of historical events presented in this movie. After all the supranatural stuff is a part of the culture in the third world. Although is not critically acclaimed (probably because of the supranatural stuff), This is an excellent movie, with a great story and great acting.",Null,Latino,positive
"The Farrelly brothers, Bobby and Peter, are at it again. With ""Fever Pitch"" the creators of other films that have dealt with a lot of gross themes, abandon that tactic when they decided to bring Nick Hornby's film to the screen, something that it would have been hard to do. The novel, of the same title, dealt with a man's obsession with soccer, since it is set in England, where that sport consumes most of British sports fans. It's to the credit of the writing team of Lowell Ganz and Babaloo Mandell, to transform the book into a language that would appeal to most Americans, when they make their hero, a Boston Red Sox fan.<br /><br />""Fever Pitch"" is a film that presents an obsessive fan, Ben Wrightly, whose life revolves into the Red Sox season, and who is an eighth grade teacher with uncanny ways for involving his students into the subject he tries to teach them. When Ben takes four of his best pupils for a tour of a local firm, he meets, and falls hopelessly in love with the brainy Lindsey Meeks, a young woman who is going places, but at thirty, has no life of her own.<br /><br />The story follows the two lovers through the ritual of attending the Red Sox, at home games, in Fenway Park. This team's fans are probably the most loyal people in the world, having stuck with a team that does marvelous things but, until 2004, never won a World Series. In fact, the ending, from what we heard, had to be changed because that was the year in which they finally won the event that had eluded them for eighty six years! Drew Barrymore and Jimmy Fallon are perfect as the couple at the center of the film. Ms. Barrymore is a natural who always surprises in her appearances in front of the camera. Jimmy Fallon, a popular television comedian, turned movie actor, has a better opportunity here than in his last appearance in ""Taxi"", in our humble opinion.<br /><br />The Farrelly brothers film will satisfy their fans as well as baseball fans with this baseball tale.","Male, Female",White,positive
"Listening to the soundtrack at the moment, the images come back with a vividness that makes my longing for a dry eye very strong (in order to be able to type this). I've seen it twice thus far, and I should be ashamed for having seen it *only* twice.<br /><br />I've seen all Miyazaki & Studio Ghibli films, and they are invariably nothing less than masterpieces (except maybe for Nausicaa which was, even in the non-cut up version too premature compared to the nec-plus-ultra manga). Still, their strength sometimes becomes their weakness, as they tend to get too naive/positive (Chihiro), or, with more nuance, a bit too explicit/moralist (Mononoke). At least, compared to for example the other Ghibli master Takahata (Grave of the Fireflies / Only Yesterday / Raccoon Wars). But not this one.<br /><br />In Laputa, Miyazaki pours all the brilliant storytelling that tellers of tales have gathered and perfected over the ages, combined with a bit of morale, but nicely interwoven with not only a completely transcendental atmosphere, but also with the humor and amusement of for example Totoro. Every single main character is perfectly portrayed with their doubts and fears and their qualities that help them overcome difficulties. The pacing is so perfect that I know of nothing except a black hole that would be able to exert such a gravitational pull on your whole being. The story sets out as an action flic with mysteries hinted at, but when the girl falls from the sky, unconscious, floating with the stone, and the main theme kicks in, you get a glimpse of the grand mystery you're about to uncover, but the story then settles and gradually, over a number of carefully selected scenes of action and serene beauty, builds to an unforgettable climax of melancholy, hope, beauty - like, following days of sombre gloom, finally seeing the horizon on a clear morning, knowing the path walked, seeing the distance ahead, but smiling at the mere fact of being able to catch a glimpse of it.<br /><br />It is so like an exploding white light in your skull that if by the time the credits start rolling you have kept your eyes dry and your mind numb, you should see a therapist.<br /><br />Despite the fact that technically-image-wise some more recent Miyazakis might be more overwhelming, this to me remains his undisputed masterpiece. If you take a fraction of a second to realise that this was made back in 1986, you can only come to the conclusion that Hayao Miyazaki is a genius like a star that appears only once every 200 years. This of course has been suggested before, but to me this is his only film that can, on its own, fully illustrate that simple fact. If you miss this during your lifetime, you'll die with a huge gap - which would be a pity, as the coffin costs the same.","Male, Female",Asian,positive
"i got to see the whole movie last night and i found it very exciting.it was at least,not like the teen-slasher movies that pop out every now and then.the search for the killer and the 'partner' relationship between the hero&the so-called bad guy was parts i liked about the movie.also,i remember once being on the edge of my seat during a specific scene in the movie.i mean it's exciting.maybe some time later,i might watch the movie again...",Null,Null,positive
"""The Rainmaker"" released in 1956 - has some of the finest actors of its time. Katharine Hepburn, Lloyd Bridges, and Burt Lancaster being the principle players. Not even they can save this completely over acted melodrama. First of all, Hepburn is horribly miscast as a shy spinster - despite her brilliance as an actress, not even she can pull this off. She is too strong to be credible as being this much of a simpleton, and was just too old for the part. Lancaster over acts to the extreme, and Earl Holliman is way too hammy and comes off more like Jethro Clampett. Only Bridges and the ever reliable Wendell Corey seem to rise above the cast a bit - but even they can only do so much. It seems like the 1950's was a time when Katharine Hepburn wanted to spread her wings a bit as an actress, and that is fine. She just made a bad choice here. Fortunately for her fans (me being among them) she didn't make too many of them. Despite an A-list cast and good production values, it doesn't work.","Male, Female",White,negative
"Born Again the Limerick: <br /><br />If a man could come back from the dead <br /><br />And live in a little girl's head <br /><br />Revenge he would get <br /><br />For the murder he met<br /><br />By the guy that's now in his wife's bed.<br /><br />For me Born Again is a highly under-rated, classic episode that makes up a part of what defined The X-Files for me before I started watching it. I saw a few segments before when the show first came on and I was much too young to watch it such as parts of The Jersey Devil, but I very specifically remember watching this episode as an 11 year old and being absolutely creeped out by the scene where they guy gets choked to death by the bus and then the hypnosis scene with the little girl. I tell you I couldn't sleep for weeks! For this reason the episode has a special aura about it now of the creepiness factor that I have since grown to enjoy. Its enough to let me look past some of the obvious flaws in the plot such as why the girl had to wait until she was 9 before her previous life spirit really began to exact his revenge. Or what she was doing just randomly sitting on a bus in the middle of the night. You'd think her parents would have been worried. And maybe they were we just don't really see that part of the story. And was was with the telekinesis? Other than adding the really cool Carrie factor to the already creepy story, there really wasn't any kind of good explanation for it. But even with its little flaws, in my mind this is a classic episode and has little to no reason for me to not like it. 10 out of 10.","Male, Female",Null,positive
"Hare Rama Hare Krishna was the biggest hit movie of 1971. Filmed almost entirely in Kathmandu, the capital of Nepal, the movie depicts not only with the theme of a broken family, but also a relationship between a brother and a sister, as well as drugs and the hippie movement, which made many people think that it involved the ISKON - the movement for Krishna consciousness.<br /><br />The movie begins with scenes of drugs and being informed that the woman dancing in front is the narrator's sister. Going back to the past the brother and sister are happily playing around the house only to hear their parents arguing. This soon leads to a split in the family. The brother goes with the mother and the sister with the father.<br /><br />As years pass, the brother goes in search of his sister and is informed that she no longer lives with the father and that she has moved to Nepal. Here, Prashant, the brother not only finds love, but he also finds his sister, Janice. But he finds out that she is not only in the wrong company of friends but is also on drugs as she wants to block all memory of her past. With help of Shanti, his love, the brother tries to get his sister away from all this but has to overcome many obstacles, including people who stoop to all sorts of levels to stop him This is a multi cast movie and is led by the director and producer himself, Dev Anand and also stars Zeenat Aman (her first movie), Mumtaz, Rajendranath, Prem Chopra, Jnr Mehmood, A.K. Hangal and Achala Sachdev. The music is superbly provided by the late R.D. Burman, whose last score was ""1942 - A Love Story."" During the filming, Dev Anand asked Panchamda (R.D. Burman) to compose something special for this film. Days later Panchamda came back with the composition of ""Dum Maro Dum."" The song was an instant hit.","Male, Female",Indian,positive
"This movie offers NOTHING to anyone. It doesn't succeed on ANY level. The acting is horrible, dull long-winded dribble. They obviously by the length of the end sex scene were trying to be shocking but just ended up being pretty much a parody of what the film was aiming for. Complete garbage, I can't believe what a laughable movie this was. <br /><br />And I'm very sure Rosario Dawson ended up in this film cause she though this would be her jarring break away indi hit, a wowing NC-17 movie. The problem is no adult is going to stick with this film as the film plays out like a uninteresting episode of the OC or something aimed at teens. Pathetic.",Female,Black,negative
"To review this movie, I without any doubt would have to quote that memorable scene in Tarantino's ""Pulp Fiction"" (1994) when Jules and Vincent are talking about Mia Wallace and what she does for a living. Jules tells Vincent that the ""Only thing she did worthwhile was pilot"". Vincent asks ""What the hell is a pilot?"" and Jules goes into a very well description of what a TV pilot is: ""Well, the way they make shows is, they make one show. That show's called a 'pilot'. Then they show that show to the people who make shows, and on the strength of that one show they decide if they're going to make more shows. Some pilots get picked and become television programs. Some don't, become nothing. She starred in one of the ones that became nothing."" Now to stretch on what Jules was talking about, there are BILLIONS of television shows/pilots that were never aired because they simply were not...well, good. Probably the most notorious pilot that comes to mind is ""W*A*L*T*E*R"", a spin-off to ""M*A*S*H"" with Gary ""Radar"" Burghoff as the lead. Hmmm, would somebody really want to be watching Radar for a half-hour trying to solve crimes? Hence, the show was never picked up. What many people don't know (or what they thought they knew) is that pilots are hardly ever shown on the air, for they are made strictly for the Television networks for them to decide. Some have made they're way past and got onto the air (The pilot for the animated series ""American Dad"" comes to mind, as the show's serial itself didn't begin until nearly four months later. However, there are times were we should all be glad pilots never make it to air, and this here is why.<br /><br />""Black Bart"", a supposed tie-in with the Mel Brooks comedy classic, ""Blazing Saddles"", is a stale and bland ""sitcom"" with little heart and no soul. ""Saddles"" was a controversial comedy, nevertheless, with it's racist humor and vulgar comedy, which comes to mind ""what idiot decided this would make a great television show FOR PRIME TIME TV?!?"" I say ""supposed"", because none of the memorable characters from the movie, aside from Bart, on in this mess of a TV show. Mel Brooks wasn't even involved with the production of the serial and this was the first mistake in a long line (In a related story, I recently found out about an unaired TV pilot for a series based on the movie ""Clerks."" that Kevin Smith was no involved in....you see what happens?!?).<br /><br />Set somewhere around the same time as the movie (or at all), the story circles around the only Black sheriff in the wild west, named appropriately 'Black' Bart, who is this time played by future Academy Award winner Louis Gossett Jr., obviously before his stint in ""real"" acting, whereas in this he is playing a ""G-rated"" Richard Pryor. Most of the other characters are carbon (if not, really bad) copies of the characters in the movie: Jim, The Waco Kid is replaced by a similar looking character named Reb Jordan, a former Confederate soldier who is quick with the gun. Lilian Von Schtupp is now Belle Buzzer, a more of a ripoff of the character being that she's a show dancer and a German with a Marlene Dietrich-type accent and personality. While that's pretty much the end in similarities, The lead ""bad guy"" in the story is Fern Malaga, played by Noble Willingham, who I assumed would've been Hedley Lamar if Warner Bros. secured the rights to the name (See trivia for ""Blazing Saddles"") and his son Curley...I dunno, Taggart I suppose? The story is a poor excuse for a sitcom, much less a pilot. Bart deals with the mayor's drunk son and he's out-of-control behavior which has caused the town to spin. Really, it's a story that tries to introduce all the characters in the ""series"" and doesn't focus on the variety and context that would make this an ""alright"" show. I can't really call it a sitcom (and even if I wanted to) and that's primarily the fact it was shot on the backlot at Warner Bros. Studios and later added a laugh track, so the show is set up almost exactly like ""M*A*S*H"" (complete with a bland and dull ""laughing"" that is identical to the series). The acting is so-so, but there's one part that always make me laugh, and that's when the actor playing Reb Jordan almost seems to forget his lines and tries really hard to remember them while trying to sputter out a piece of dialogue. HA! The script is rather dull and is attempts to make racism more humorous than it was in the movie (Surprisingly, they use the word ""N***er"" numerous amount of times through a 22-minute episode, rather touchy for it's time period and even for today) and it gets repetitive.<br /><br />If you ever get your hands on this unseen piece of sssss...surly interesting novelty item, watch it just for the sake of the feeling for watching pilots (It's on the collector's edition of ""Blazing Saddles"", God knows why). There, yourself get a first hand chance for the reason why many movie tie-in pilots never air.","Male, Female","Black,White",negative
"I loved this movie, I'll admit it. This has to be the best (straight to?) video movie I've seen. Well... me and my friend decided just for shits n' giggles that we'd rent this movie. We knew what to expect and we got exactly what we expected, plus more. When that red neck gets slammed up against the tree by the Sasquatch, we literally watched that part about three to four times, it was that amazing (hysterically, of course). And why? Oh why does the main character have to roll that much? Like honestly, we know that you're in danger, rolling that much isn't gonna help all that much. But really, if this movie is in you're local video store RENT IT. It is worth the money and it's not even that bad, like it's bad, but not incredibly bad. Overall, complete amazing will be in store for you if you rent this movie.",Null,Null,negative
"Like wearing a hair shirt. Positively, absolutely, without a shadow of a doubt one of the worst movies ever. Pure torture. Zero stars out of ten. One long, tedious, labored, pretentious, self-conscious, theatrical, and leadenly artsy scene after another. Intended to be dreamlike and impressionistic, the soul bared, it is, instead, morose mush. <br /><br />Half-naked, father and son grope and whisper to each other like lovers. ""Homo-erotic"" is the point, loud and clear. OK, so what? <br /><br />Repeated more than once by the son is the line, supposedly lifted from ""Lives of the Saints,"" ""A father's love crucifies. A loving son lets himself be crucified."" The parallel to god and his son, Christ, is heavy-handed, irrelevant, and bombastic, like everything else here. <br /><br />Some reference points to the theme of Russian filiality: ""Mother and Son"" (1997); ""The Return"" (Andrei Zvyagvatsev, 2003); ""Little Odessa"" (James Gray,1994); Turgenev, ""Fathers and Sons""; and, of course, Dostoyevsky, ""The Brothers Karamazov.""<br /><br />Credits in English indicate intended international distribution, meaning that the excuse cannot be used that you have to be Russian to understand this mess. <br /><br />This is nowhere near as accomplished or compelling as Sokurov's last, ""Russian Ark"" (2003).<br /><br />As in his ""Mother and Son,"" an equally powerful soporific, some scenes are filmed from distorting mirrors, though not as interestingly. The film is almost monochromatic, shot from start to finish through beige filters, making it as visually as it is dramatically numbing. A soft-focus haze only adds to the drugged feeling.<br /><br />An annoying soundtrack drones on, never shuts up, like a tape loop. An old radio constantly plays in the background. Russian Romantic melancholy swells endlessly as ""themes based on Tchaikovsky."" The presence of a ""sound designer"" (Sergei Moshkov) signifies, of course, that all those irritating little sounds, radio static, noises, distortion, and such, are ""designed."" <br /><br />It's hard to believe someone (Sergei Potepolov) actually wrote this thing. It all seems as arbitrary as traffic, as if improvised by bored actors, popping out of nothingness into nothingness.<br /><br />Modern art has finally succeeded in signifying the thing without being the thing, so that what we behold is the idea of the idea, empty as a shell, but not even a shell, merely the idea of a shell. Could one ask for a better definition of decadence?",Male,White,negative
"This Movie is complete crap! Avoid this waste of celluloid at all costs, it is rambling and incoherent. I pride myself on plumbing the depths of 70's sleaze cinema from everything from Salo to Salon Kitty. I like being shocked, but I need a coherent story. However if watching horses mate gets you off this film is for you. The saddest part was that lame werewolf suit with the functional wang. I mean its just plain hard to sit through, not to mention the acting is terrible and the soundtrack is dubbed badly. Please, I know the cover is interesting (what looks like a gorillas hands reaching for a woman's bare ass)but don't waste your time or money as you won't get either back.",Female,Null,negative
"Somehow, this movie manages to be invigorating, bittersweet, and heartwarming at the same time. Stars like Tony Shalhoub (from Providence) bring the tale to life. The story itself is inspiring. We see a desperate, up-and-down life through the most innocent eyes imaginable: a bird's.<br /><br />Paulie begins his life as a baby parrot given to a little girl (played by Hallie Eisenberg, also known as the Pepsi girl) with a speech impediment. While she learns to speak correctly, so does Paulie. However, unlike most birds, he can speak and understand everything being said. The military father doesn't like the bird, so he is sent to a pawn shop and bought by an aging artist, Ivy. She teaches him manners, etc., while traveling across the country to find Paulie's owner. The movie continues with several twists of fate, until Paulie ends up at a laboratory where he is eventually hidden away in a basement, and found by a Russian custodian, who is touched by the bird's story. the plot is in keeping with the simple, metaphorical theme that language is a gift, and a curse. I would like to say that the soundtrack is astounding. A beautiful mixture of flute, digital base, and horns enhance the movie to the point of pure ecstasy. The sweeping camera angles and breathtaking scenery beautify the story even more. And, as a final remark, the puppetry is entirely believable. (Unlike in star wars, where Yoda resembles a Muppet) This film is one of my favorite movies, with the added remark that my wonderful parakeet of four years died recently. Overall, I give this movie **** out of four stars, two thumbs up, and a big hug.","Male, Female",White,positive
"The quote I used for my summary occurs about halfway through THE GOOD EARTH, as a captain of a Chinese revolutionary army (played by Philip Ahn) apologizes to a mob for not having time to shoot MORE of the looters among them, as his unit has just been called back to the front lines. Of course, the next looter about to be found out and shot is the main character of the film, the former kitchen slave girl O-Lan (for whose portrayal Luise Rainer, now 99-years-old, won her second consecutive best actress Oscar).<br /><br />The next scene finds O-Lan dutifully delivering her bag of looted jewels to her under-appreciative husband, farmer Wang Lung (Paul Muni), setting in motion that classic dichotomy of a man's upward financial mobility being the direct inverse of his moral decline.<br /><br />For a movie dealing with subject matter including slavery, false accusations, misogyny, starvation, home invasion, eating family pets, mental retardation, infanticide, exploited refugees, riots, civil war, summary mass street executions, bigamy, child-beating, adultery, incest, and insect plagues of biblical proportions, THE GOOD EARTH is a surprisingly heart-warming movie.<br /><br />My parting thought is in the form of another classic quote, from O-Lan herself (while putting the precious soup bone her son has just admitted stealing from an old woman back into the cooking pot after husband Wang Lung had angrily tossed it to the dirt floor on the other side of their hut): ""Meat is meat.""","Male, Female","Asian,White",positive
"I must say that during my childhood I'm quite proud of a lot of the movies I've rented. The exception being Theodore Rex. Talk about the all time swindler movie in any actor's resume. Could you just imagine what Whoopie's fired agent must have told her to sign on to this piece of crap ""Hey Whoop, you ever seen that show Dinosaurs, yeah well they're making a movie out of it, and you get to see Germany!"" After that that agent must have referenced Star Wars a lot.<br /><br />This movie was so bad I figured Whoopie must have bought out every copy of this film and had it destroyed. I just wish she could have done the same thing to my memory, because my sister still gives me crap for watching that movie. I mean c'mon, I'll even admit I watched Mr. Nanny and Kazzam in theaters (good reasons why I gave up on both Hulk Hogan and Shaq for awhile), yet this one sticks out in my mind as the worst of my childhood, and the biggest rental regret of my life, and that was 16 years ago. I'm 24 now if you want to do the math.<br /><br />Whenever I think of my all-time list of worst movies I don't even mention this one, because like a raped step-child, I try hard to repress that it ever happened. Screw you Whoopie, just be glad people only acknowledge Eddie and Sister Act 2 as your worst you lucky stiff.",Male,"Black,White",negative
"This movie is a re-write of the 1978 Warren Beatty movie, ""Heaven Can Wait"", but it is written for the stand-up comedic style of Mr Rock. The premise remains the same: Lance Barton, (Rock) is taken before his life time is up and works a deal with God's representative, Mr King, to come back to earth as someone else. As in Beatty's movie; he chooses the murdered Charles Wellington, a rich white man, all because he fancies Sontee Jenkins (Regina King) who happens to turn up at Wellington's house during the murder. The role of Mrs Wellington and her lover suffers in this remake and the idea to turn an aged white multi-millionaire into a stand up black comedian who tries to woo Sontee simply does not work. Also the intercuts used to show Rock as Wellington and then as the real 'white' Wellington, fail miserably. Improvements could have been made to the original Beatty plot - which in itself did not masterfully portray the life-after-death idea - but they certainly were not to be found in ""Down To Earth"".","Male, Female","Black,White",negative
"The Haunted World of Edward D. Wood, Jr. isn't a particularly good documentary. Aesthetically, it's lackluster and cheap looking, the people in it go off on tangents which make it very unfocused and in-cohesive, but this adds to it's charm. I say this because it's a documentary about an oddball that made oddball pictures and surrounded himself with fellow oddballs and, as such, there's really no other way to document the life and career of the man and his crew of misfits. There are some glimpses of insight into both the genius and the ineptness of Wood, and the portrayal of both qualities is a credit to the genuineness of the documentary. Overall, it's worth a watch for the Wood fan and those of cinema in general, but don't expect brilliance here. Expect a documentary made after Wood's own heart.",Male,White,positive
"If you have plenty of time to waste ... it's OK. It moves at a good pace but to pull this movie off it would need to be a little longer with a little more background on the sitter. <br /><br />The acting is OK. Mariana Klaveno as the sitter does the best job and is the most believable.<br /><br />William R. Moses played a pretty good part as the husband.<br /><br />Gail O'Grady, as the wife, had a weak part and the reasons for her going back to work were not developed.<br /><br />The ending is sort of silly. Like most of these sitter movies ... there are parts that are interesting ... but overall it leaves you wondering why you spent the time.","Male, Female",White,negative
"Picture Bride has an excellent look into Hawaii's past and the people who lived there in that time. The time, money earned and the hours that these people had put into their lives to survive and live, takes a whole new meaning to blood, sweat and tears.<br /><br />The concept of dating/matchmaking is something like what we do similar today via the net. Just that is more of snail mail. Very slow snail mail.<br /><br />The singing of the plantation's songs from the workers reminds me of the southern plantation workers' songs of their demise and future goals.<br /><br />The movie shows the hardship as well as soft romantic scenes that Hawaii can bring. Like the stillness of a storm coming and the sudden chaos of the rain and then the tranquility.",Null,Null,positive
The fact that this movie made it all the way to the rentalrack in Norway is bizarre. This movie is just awful. This image quality is just one teeny bit better than you get of a mobile phone and the plot is soooo bad. The main character is just plain annoying and the rest just suck. Every person affiliated with this movie should be ashamed. The fact that the people that made this movie put their name on this is extraordinary. And the distributors; did they even see it!? This is probably the worst movie I have ever seen. To label this a comedy is an insult to mankind. I urge you not to support this movie by buying or renting it.,Null,Null,negative
"I can't believe that the City of Muncie is so hard up for attention that they would embarrass themselves by allowing this show to be done there. This show is like a slap in the face to real hard working law-enforcement officers. I have never before in my life seen anything so stupid in my life. If they had billed it as a comedy that would be one thing but to say it is reality is nothing short of a lie. I only saw it once and was appalled at what I saw. I wanted to see the little guy get into a foot-chase with a bad guy. What a joke that would have been. Nothing on the show was even close to the real world. The city of Muncie, the Police Chief, and all the officers should be hanging their heads in shame and should never want o admit they come from that city. No wonder it didn't stay around on TV",Male,Null,negative
"The first time I saw this episode was like a shock to me, it was actually the first time I saw ""24"". The speed things are happening is amazing, and it's so surprising, thrilling, and even interesting, it's almost as if you are reading a book; once you start it, it's very hard to stop. From the minute Richard Walsh was talking privately to Jack about the possibility that they have a mole inside CTU, I was sitting 6:40 hours, which means 10 episodes!!! (Sounds funny and crazy, but I'm the kind of guy which when he is interested he just can't stop)This series is one of the best of it's kind. And it's build in a way of having a few different stories that are being connected together. Recommended in every way!",Male,White,positive
"I liked this movie. When the guy who was in on a bank heist of $40 million in gold dies, his cell mate is used as ""Bait"" to lead them to the high-tech crazy killer partner (by having a monitoring device implanted in his jaw without his knowledge). It's an action, spy type film with enough comical scenes to keep it light. It reminded me of Enemy Of The State. Well acted and good enough plot.",Male,Null,positive
"Time and time again, it seems that the comedic actors of Hollywood are surprising me with their talents as dramatic performers: first it was Robin Williams {'One Hour Photo (2002)'}, then it was Jim Carrey {'Eternal Sunshine (2004)' being one example}, then Will Ferrell {'Stranger than Fiction (2006)'} and now Adam Sandler. Yes, that's absolutely right: the guy who has based an entire career on making brainless, goofball comedies {I'm not complaining; I've always been a fan} has finally given me a performance of which he can be proud. Of course, some readers may be wondering whatever happened to 'Punch-Drunk Love (2002),' but I can only assure you that it's a film I'm currently taking measures to see as soon as possible, since I've heard it's terrific. My first film from director Mike Binder, 'Reign Over Me,' is an intelligent and respectful exploration of grief and friendship. Though it does occasionally stray into all-too-familiar territory, the somewhat predictable storyline proves surprisingly deep and moving, with both Sandler and Don Cheadle giving memorable performances.<br /><br />Alan Johnson (Cheadle) is a successful dentist with a good family, though he finds himself unable to communicate adequately with his wife (Jada Pinkett Smith) and so his marriage is a little shaky. Charlie Fineman (Adam Sandler) is Alan's ex-college roommate, a man who lost his entire family in the terrorist attacks of September 11, 2001, and who is still confronting his overwhelming feelings of grief. A disheveled figure with messy hair and downcast eyes {often likened in appearance to Bob Dylan}, Charlie has abandoned his career in dentistry, and spends his time in solitude: listening to music with headphones that cut out all sound from the outside world, driving around Manhattan in his motorised scooter, immersing himself in fantastical video games and repeatedly redecorating his apartment kitchen in accordance with his deceased wife's final wishes. When Alan and Charlie meet for the first time in years, the latter doesn't even recognise an old friend, having completely abandoned any memories prior to his life-crippling experience. Indeed, at first he doesn't even acknowledge the existence of his family, and abruptly loses his temper whenever anybody suggests that he seek counselling.<br /><br />Initially, it may seem a bit exploitative for the filmmakers to be using the September 11 attacks as a storytelling device. Afterall, wouldn't it be just as devastating if Charlie's family had died in an ordinary, everyday car accident? However, if you consider that the director's intention was to demonstrate the enormous pain caused to ordinary citizens by the tragedy, then 'Reign Over Me' does a very good job. It's easy to get so caught up in meaningless statistics that you neglect the emotional costs of the terrorist attacks; this is the first 9/11-orientated film I've seen that truly dealt with the suffering of those who weren't even involved, whose only anguish was caused through losing those whom they loved. Adam Sandler shows surprising range in a difficult role, one which would have crumbled to pieces had he not been up to the task. Snapping instantly between cheerfulness, anger and depression, Charlie Fineman is a man with whom we can deeply sympathise, a hollow soul who, thanks to the companionship of an old friend, can finally glimpse light at the end of a dark, bleak tunnel.","Male, Female","Black,White",positive
This was one of the first CREEPY movies I ever saw...I was about 5 at the time. It scared me GOOD! But that night I put chewing gum in one eye to be like the monster...and my mom got very upset. She had to clean my eye with alcohol and the next day my eye smelled like DOUBLE MINT! NOW THAT'S A MOVIE! Hey for it's time it was a great movie. That Head sitting on the lab counter top was as real as it got back then. And IF your 5 it is VERY SCARY! Kids now a days are spoiled by special effects that show too much and leave NOTHING for your minds imagination. Your mind can imagine things more scarier than special effects! (IMO),Null,Null,positive
"Zodiac Killer (2005) was an interesting film from German born director Ulli Lommel. He directs, produced and co-stars in this latest production. Not only does he manage to make an interesting film on the cheap. But he reaches a new low when Herr Lommel works in footage from nearly his entire film catalog. I have seen film clips from Boogeyman I and II, War Birds, Tenderness of the Wolf, Brain Waves and Cocaine Cowboys (even Andy Warhol makes a cameo from beyond the grave courtesy of this film). Even though he uses plenty of old footage, he works them in well (and very creatively might I add).<br /><br />The film follows a young man who copies the original Zodiac Killer. he also corresponds with a writer (Ulli Lommel) who originally wrote about the serial killer during the late sixties and early seventies. The writer's friend (David Hess) helps him to try and find this wannabe Zodiac. Can this killer be stopped? Will the writer put two and two together and reclaim some of his old glory? Is David Hess still the man? You'll have to find out for yourself and watch the Zodiac Killer.<br /><br />This film is NOT about the original Zodiac killer. I have also heard people whine about this film being shot on video. So what. The director's old school artistic style outshines the fact that it's shot on video. My only complaint was the over use of stock footage from Herr Lommel's earlier films (but I understand why ""wink"" ""wink"".) Don't believe the hype. This is a gritty and street level horror film. Like the disclaimer in the beginning states, this film does nor glorify murder. You got to like that statement.<br /><br />Highly recommend for Ulli Lommel fans.",Male,White,positive
"Absolute garbage. The reason that this is so terrible is not because it deviated from the formula, but because the plot was just pathetic. <br /><br />The supposed star didn't do anything to solve the case - and neither did anyone else really - it was just routine police work. Utterly tedious.<br /><br />You sat right till the end hoping for a twist - and got nothing but a huge sense of disappointment. <br /><br />There was so much potential in having a relative in apparent kidnap. Could the Lt's personal involvement finally cloud his judgement? <br /><br />All the obvious signs were of a stranger doing it. But surely a genius like Lt C, by constant conversation with the wronged husband, would gradually uncover a fiendish plot involving a tape recorder playing in the shower room while a masked groom surprises the bride, hides the body and then plants subtle clues. It could have been good. It was a complete waste of time.","Male, Female",Null,negative
"Understand i'm reviewing the film I have seen. I realize virtually all the nudity and gore was cut from this film, thus neutering it completely. When seeing names like Ginger Lynn and Jenna Jameson attached, I knew I wasn't going to get a horror classic, but at the very least I expected gratuitous boobies and bloodshed. But no, this has got to be the most butchered modern horror film, I mean it's easy to tell there is much more to certain scenes', but they suddenly cut away, or the scene just totally ends right as it begins. How does one screw up cannibals' and porn stars? I mean thats a winning formula, it makes me wonder if the director slept with some executive's wife or something, because it is literally amazing how much got cut from this. Reading about it a few years back in Fangoria, I was excited, it looked like a fun film, but unfortunately the true film is locked in a vault somewhere, and we must endure this piece of excrement retitled Evil Breed. Hopefully an unrated cut will be released someday, as I think a good movie exists in this mess, but until then best grab a twelve pack of Bud, cause thats the only way you'll make it through this movie.",Female,White,negative
"I remember first watching Sabrina when it came to TV in the UK on ITV1 when i was 13/14. I'm now 24 and still love it now as much as i did when i first watched it. I get a little stick from some of my friends for still watching a ""kids show"" but i don't care! lol Caroline Rhea as ""Hilda"" is my personal favourite character and Later on Morgan also became another of my favourite characters. I remember spending so much time watching various special events honouring Sabrina on the TV station Nickeleoden UK. I love Mellissa Joan-Hart, she was great in ""Clarrissa Explains All"" but so much better in this. I was gutted when they decided to finish it! I hope it will soon be released on DVD here in the UK - I'll be first in line! lol x",Female,White,positive
